"assay_name","samp_name","technical_rep_id","pcr_plate_id","well_id","detected_notDetected","estimatedNumberOfCopies","estimatedNumberOfCopies_unit","estimatedNumberOfCopies_method","estimatedNumberOfCopies_error","estimatedNumberOfCopies_error_type","quantificationCycle","rfu","positivePartitions","acceptedPartitions","partitionVolumeMicroliters","concentrationInReaction","concentrationInReaction_unit","volumeFilteredLiters","dilutionFactor","dataset"
"Tt_longFrag","52345-539",1,"dPB134","E02","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,20320,0.00085,0,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-539",2,"dPB134","E06","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,20178,0.00085,0,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-539",3,"dPB134","E10","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,22174,0.00085,0,"copies/uL",3.007333333,1,"field survey"
"Tt_longFrag","52345-540",1,"dPB134","F03","detected",30.0982510015644,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",3,21212,0.00085,0.16446414,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-540",2,"dPB134","F07","detected",58.8199924311038,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",6,21887,0.00085,0.321406698,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-540",3,"dPB134","F11","detected",32.1379119711784,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",3,19991,0.00085,0.175609342,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-541",1,"dPB133","C04","detected",77.8699411577068,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",7,19167,0.00085,0.425500236,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-541",2,"dPB133","C08","detected",86.3284412418308,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",8,19774,0.00085,0.471719531,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-541",3,"dPB133","C12","detected",42.7177017239049,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",4,19913,0.00085,0.233419878,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-542",1,"dPB134","H01","detected",86.0683396779154,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",8,19976,0.00085,0.470298273,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-542",2,"dPB134","H05","detected",20.7542563465792,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,20613,0.00085,0.113406288,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-542",3,"dPB134","H09","detected",10.3842541382416,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",1,20678,0.00085,0.056742082,"copies/uL",3.005333333,1,"field survey"
"Tt_longFrag","52345-543",1,"dPB134","D04","detected",21.5876086442381,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,19607,0.00085,0.117829093,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-543",2,"dPB134","D08","detected",30.6987706862105,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",3,20853,0.00085,0.167559472,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-543",3,"dPB134","D12","detected",22.7705303964033,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,18728,0.00085,0.124285695,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-544",1,"dPB134","F02","detected",43.7376281978699,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",4,19676,0.00085,0.238727927,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-544",2,"dPB134","F06","detected",31.9435106429061,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",3,20160,0.00085,0.174353489,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-544",3,"dPB134","F10","detected",33.2320071119268,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",3,19406,0.00085,0.181386337,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-545",1,"dPB133","B02","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,22574,0.00085,0,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-545",2,"dPB133","B06","detected",50.2040469020674,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",5,20873,0.00085,0.274022816,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-545",3,"dPB133","B10","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,22456,0.00085,0,"copies/uL",3.002,1,"field survey"
"Tt_longFrag","52345-546",1,"dPB134","E03","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,20286,0.00085,0,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-546",2,"dPB134","E07","detected",18.0249054539401,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,22060,0.00085,0.098547074,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-546",3,"dPB134","E11","detected",19.7994212836707,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,20286,0.00085,0.108248836,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-547",1,"dPB133","F04","detected",20.4625316095769,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,21013,0.00085,0.111874241,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-547",2,"dPB133","F08","detected",20.0422911872291,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,21458,0.00085,0.109576672,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-547",3,"dPB133","F12","detected",41.9048652643816,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",4,20530,0.00085,0.229105327,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-548",1,"dPB133","G02","notDetected",0,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",0,22028,0.00085,0,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-548",2,"dPB133","G06","detected",22.3893486032582,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",2,19207,0.00085,0.122408675,"copies/uL",3.007,1,"field survey"
"Tt_longFrag","52345-548",3,"dPB133","G10","detected",10.5232198703022,"copies/L","ddPCR Poisson estimate from partition counts, converted to copies per litre of water using the volume filtered","missing: not provided","missing: not provided","not applicable: dPCR","missing: not provided",1,20434,0.00085,0.057533313,"copies/uL",3.007,1,"field survey"
